,id,description,location
30700,1185059698044817408,"Cardiologist, Innovator, Researcher, Author and Teacher","Cambridge, England"
30792,1228562055344640005,"Wellcome Clinical Research Fellow, University of Sheffield. NHS Interventional Cardiologist.","Sheffield, England"
30898,2412837742,"Consultant Cardiologist, Ballet Dancer, Book Obsessed, Nerd 🤓","Truro, England"
30916,1165263074569445376,"MBChB,MD(UK),MRCP(UK).Interventional cardiology trainee(ST6)/Lincolnshire.Poet, writer, calligraphier(All in AR).Husband and dad for two daughters.🇹🇷🇮🇶🇬🇧","Nottingham, England"
30925,1017945998264397824,Cardiologist,"Newcastle, New South Wales"
30955,458578885,Cardiologist | PhD in progress,"London, England"
30993,936338419902566405,"Cardiologist with interest in HF and Devices. Clinical Lead @BHRUT_NHS, Hon Consultant @NHSBartsHealth. Alumnus of @GSTTnhs & @DulwichCollege. He/Him.","London, England"
31029,836091410,"MD @airambulancekss, EM Consultant @UHSussex. Co-author: Critical Appraisal: from papers to patient https://t.co/xhXlbnHfho","Brighton, England"
31358,771800806723088384,"Consultant Cardiologist, Clinical Lead BTUH & Honorary Senior Clinical Lecturer ARU. Specialist in cardiomyopathy & cardiac imaging. PhD in cardiac amyloidosis.",London & Essex
31363,285886190,Interventional Cardiologist,"South East, England"
33552,494054902,"Paediatrician, wife, mum, wannabe baker, runner and gardener .....",United Kingdom
33723,3236989925,Principal Educator #TeamWCYPF #SMMDP @NHS_Education @NESnmahp. DProf student. SFHEA. Consultant Editor @BJMidwifery. All views are my own.,"Scotland, United Kingdom"
33967,1030605286787244032,Lived Experience Professional in Mental Health 💚\n\n#eatingdisorders / #PMDD / #mentalhealth 🧠\n\nNHS PPV rep 📢\n\nRCPsych Patient Rep \n\n(All views my own),"East Midlands, England"
33982,12636282,Interim Medical Director and Paediatrician @NorthMidNHS. All views are my own.,"London, England"
34131,46757856,Obstetrician (mat med) | Core20PLUS ambassador | @fmlm NMD CF 21/22 @HQIP | HEPM @LSE | NICE CF (IPC/FM) | mum of boys | amateur runner | views my own | she/her,"London, England"
34284,4796475077,Paediatric Registrar l Clinical Advisor @nhstransform | @fmlm_uk NMD Clinical fellow 20/21 Ex intern @who #Childhealth #Innovation #Globalhealth #Prevention,"London, England"
34326,2172228035,Consultant #Oncoplastic #Reconstructive Breast Surgeon @RAHSurgery @nhsggc Honorary Clinical Lecturer @UofGlasgow,"Glasgow, Scotland"
34500,4887661336,Paediatrician @GreatNorthCH. Doctor for Children in Care. All views are my own.,"Newcastle Upon Tyne, England"
34571,1143875384,Retired Paediatrician and Clin Dir at Sunderland Royal Hospital. PET tutor. Sings acapella and supports NUFC but not simultaneously.,"Cleadon, NE England"
34625,799391625105592320,"National Clinical Director- Children & Young People, NHS ENGLAND. Paediatric Surgeon. Alder Hey Childrens Hospital. Honorary Professor, University of Liverpool","England, United Kingdom"
34727,448386359,"Paediatrician with interests in paediatric diabetes, medical education and passionate about protecting breastfeeding. Baker, knitter, mummy! All views my own.",North Wales
34827,3408364535,Mummy to 4 little folk 💙👼🏼 💙💙Paediatrician 🏥 \nMedical Education & Simulation 📚,"Scotland, United Kingdom"
34982,3257107637,"She/her, Welsh Clinical Leadership Fellow in Sustainable Healthcare 2021/22, @GreenHWales, Paediatrician, Bevan exemplar, DB podcast","Wales, United Kingdom"
35008,3233274651,"Trainee paediatric rheumatologist and MD student @uniofnewcastle, researching sarcopenia in adults with RA","Newcastle Upon Tyne, England"
35047,361185619,"Paediatrician, foodie, mummy, hippie, globetrotter...","London, England"
35236,599613599,Paediatrician | Passionate about supporting breastfeeding | I drink a lot of tea and I love gin | she/her,"Sheffield, England"
35322,211272775,"Paediatrician, choral bass, sometime techie and scuba diver.","Adwick-le-Street, UK"
35401,568576468,Paediatrician #CMiC #humanfactors #debrief #Teentalk #AAR #P2EWS Coptic Christian. Mrs. Mother. @theQcommunity #NHSCEP,"Birmingham, UK"
35503,745679075281408000,#NEC #Breastmilk #Babyloss https://t.co/bEsaJA9NKO personal tweets #MDS stem cell transplant https://t.co/qTJNvbh81z,"Newcastle Upon Tyne, England"
35693,1546187560749260801,"Trauma & Orthopaedic Surgeon, \nLower Limb Arthroplasty Surgeon.","London, England"
35729,257908853,"Clinical Lead, Fellowship Trained, Award winining, Consultant Trauma and Orthopaedic Surgeon. Complex arthroplasty revision, trauma and sport hip Surgeon.",London 
35737,1570743491583524867,Clinical Academic Hip and Knee Surgeon @msklab @imperialnhs @keviihospital @stjohnelizhosp | Editorial board @bonejointj | Francophile | Oenophile | Kensalite,London
35746,1409949528900440064,NHS Podiatric Surgeon @westmidhospital @chelwestFT Tweets satirical musings not representative of The Royal College of Podiatry or my NHS employer 🦶🏽🇵🇸,"London, England"
35766,710810024411537408,"Surgeon, NHS supporter. Electoral reform and a new constitution essential for UK future 🟢🔶🔺#ProgressiveAlliance #FBPE #MakeVotesMatter",United Kingdom
35923,2421211809,Mum 👦🏽👦🏽| NHS Trauma & Orthopaedic Surgeon🧜🏽‍♀️(Eternal LTFT Registrar) | @theHWF Chairwoman | Zan Zendegi Azadi,"London, England"
35924,906422624,Trauma & Orthopaedic Surgeon (Hand & Wrist) | Author (textbooks count) | Intermittent Tweeter (opinions expressed are neither my own nor those of others),UK
35926,1314643962779623426,Coming Soon 2023.....Bespoke private medical care from West London’s finest Consultant Physicians and Surgeons,"Chiswick, London"
35954,1276774186585919494,Consultant Trauma & Orthopaedic Surgeon.,"London, England"
35965,1331699906,@NIHRresearch Clinical Lecturer Trauma&Ortho Surgery @bartsbonejoint| MD DPhil @NDORMS FRCS(Tr&Orth)| data for better surgical care|own views #ilooklikeasurgeon,"Oxford, England"
35966,2601277020,Trauma & Orthopaedic Hip Surgeon | Guy’s & St Thomas’ NHS Foundation Trust | Honorary Senior Clinical Lecturer | King’s College London | Regional Director | RCS,"London, England"
35982,281633998,"Consultant Hip and Knee and Trauma Surgeon, I fix bones better when I listen to Drum and Bass (all views my own)","London, England"
36016,240342122,Consultant Orthopaedic Knee Surgeon | Injury prone runner | Father to three lovely boys | 🦵 🦴 🔨  🏃‍♂️,"Canterbury,South East, England"
36064,878567658,Consultant Trauma and Orthopaedic Surgeon (Hip/Knee/Sports Specialist) Royal Free London / Associate Professor (UCL),"London, England"
36130,1065332219210842112,Simon Newman - Hip Surgeon - London and Oxford,"London, England"
36153,2580181033,Consultant Orthopaedic Trauma Surgeon @nhsbartshealth @bartsbonejoint . Pelvic Trauma / Fragility Fractures / Lower Limb Arthroplasty,London
36166,521166397,Consultant Orthopaedic Surgeon Exeter Hip Unit. Passionate about #qualityimprovement and #medicalleadership in healthcare. Ignominious #Spurs fan!,"Exeter, England"
36173,1723084633,"Consultant Foot, Ankle and Limb Reconstruction Surgeon","London, UK"
36191,4587848241,"Specialist Knee Surgeon, Bristol, UK. Avon Orthopaedic Centre and Knee Specialists. Honorary Senior Lecturer, University of Bristol","Bristol, England"
36196,139062317,Orthopaedic and Spinal Surgeon,"London, England"
36222,736511093770735616,Consultant Knee Surgeon in South London. T&O Clinical Director @LG_NHS. Hon Senior Lecturer @KingsCollegeLon. Faculty @OR_UK: Personal views only.,"London, England"
36224,1029077487672848389,"Trauma Lead & Consultant Orthopaedic Surgeon (Hip & Knee) @LNWH_NHS, Medical Doctor @BrentfordFC, Clinical Lecturer @imperialcollege","London, England"
36237,479162904,TheKidsBoneDoc - Paediatric Orthopaedic & Hip Preservation Surgeon|Father|F1 Fan|Foodie|Founder @PeletonPods | Podcast Host @paedipods #ThePaedipodsCast,London
36262,121197994,Consultant Orthopaedic Knee Surgeon. Former Racing Driver & father of twins.,"London, England"
36357,978976219197734913,"A group of London based Consultant Surgeons treating private patients for Thoracic, Breast and Orthopaedic surgery","London, England"
36380,975801620515688449,"Passionate about Video Marketing. Helping Healthcare stakeholders ( Surgeon, Hospital, Medical Device Industry ) standing out of the crowd","London, England"
36392,250788747,Simon Garrett Orthopaedic Consultant Surgeon for hips and knees. Helping patients get back on their feet as quickly and comfortably as possible 🌿,"Dorset, UK"
36508,25893036,Hip & Knee Specialist Orthopaedic Surgeon #hipreplacement #kneereplacement #robot #hipsurgery #kneesurgery #ACL #osteoarthritis,"Sydney, New South Wales"
36538,879267574466392065,Orthopaedic Surgeon,"England, United Kingdom"
36601,499249098,Trauma & Orthopaedic Surgeon @nhsbartshealth; Reader #ortho & #MedEd @qmul @orthomasters; Training Programme Director; @clecliniclondon; Founder @orthohubxyz,London
36609,1217509554,"Orthopaedic Arthroplasty Surgeon @NorthumbriaOrth  Passionate about NHS, Hip Surgery and all things automotive. Views own","Hexham, England"
36610,2495479060,"Family, Liverpool FC, Golf, Gym, Foot and Ankle Surgeon https://t.co/7zWZzjTRy6",London
36755,1916763229,"Cardiologist, PhD student and Clinical Research Fellow in Cardiovascular Imaging & #AI @QMULWHRI","London, United Kingdom"
36949,1529570546421272576,Medical Doctor • @TheBMA Exec Junior Doctor Committee • Chair of @NorthThamesRJDC • @TheBMA Exec Council 2022-2026 • 🥊,"London, England"
36953,437792748,Cardiologist | Inherited cardiac conditions,"Glasgow, Scotland"
37062,1415427820285841412,"Consultant Adult Congenital Cardiologist. Freeman Hospital, Newcastle.","Newcastle Upon Tyne, England"
37618,4203452495,Consultant ENT & Head and Neck Surgeon / Crazy Hiker / Amateur weight lifter / Expert baker / Classic car enthusiast / Views my own,"Stoke-on-Trent, England"
37826,904805145535500289,Neurosurgery Trainee| Then: Forum @WomenSurgeonsUK| Now: Tweets @BASStrainees| Hobby Baker| Mancunian ➡️ @UoBMBChB grad #BrumAlum| Own Views| Ad Lucem✨| she/her,"The North, England, UK"
37868,1200383399837470721,"Consultant Cardiologist, Wife and Mum, UKMCS council member, Maternal Cardiology, cMRI, Heart Failure, CrossFit’er","Cambridge, England"
37897,1352603238235852801,"ACHD Cardiologist & ACHD PHT Lead, #Fontan ACHD rep BCCA/CHD CRG - Doggie Mamma, Runner, Yogi and Wifey. All views my own",North West UK
37936,20186281,"ENT | Rhinologist | Rhinoplasty Surgeon 👃🏻 @StGeorgesTrust @croydonhealth @cadoganclinic, London","London, UK"
38044,1382459945929560065,Orthopaedic Surgeon; Executive Committee @limbrecon; Council Member & Director Surgical Education @RCPSGlasgow; Trauma Committee @Britorthopaedic; views my own,"Glasgow, Scotland"
38178,778712765435289602,"Chief Medical Officer/MD & Responsible Officer, North West Anglia NHS Foundation Trust. Nye Bevan Director graduate. Ex-Royal Navy. Extremely fortunate Dad.","Rotherham, England"
38246,241580375,Consultant Breast Cancer Surgeon and Aesthetics Doctor. Metastatic cancer which sucks. Any views expressed are my own.,"Kilmacolm, Scotland"
38261,985462719276077057,Cardiologist - echocardiography & valve disease @RoyalPapworth The NICE Topic Adviser HVD 1st guidelines BHVS President,"Cambridge, England"
38335,1338422268158992385,Consultant Electrophysiologist and Cardiologist @nnuh and @norfolkheart with interest in arrhythmia ablation.⚡️🌈\n\nAlso @dickytill@med-mastodon.com,"Norwich, England"
38408,2440370015,"Anaesthesia and ITU Specialist. Fellow of the College of Anaesthesiologists in Ireland, Kuwait Board of Anaesthesia, EDAIC, MD in anaesthesia and ITU.","Oxford, England"
38495,743429623225196544,"Full-time Mum, Full-time Wife, Part-time Cardiologist","Glasgow, Scotland"
38619,754421523327361024,"Consultant Cardiologist / Specialist in Inherited Cardiovascular Conditions, Heart Failure & Cardiac MRI / Dunce in cameras, running, jetsetting, skiing.","Leeds, England"
38698,20393792,Frailty/Acute Med/Stroke/ExCardio MB/MD/FRCP/Compsci(cantab)/Author/🇮🇪🇬🇧 Dad 🇮🇹 Wife 2 girls. Guitars. Free app. Doire/QUB/Cam/Leic/WGC/NGH/Hove. #FOAMed,"Brighton, England"
38704,3483403875,"Sport, exercise and cardiology - what's not to like! Assoc. Professor, Sports/Exercise Cardiology. Consultant Cardiologist Congenital&Inherited Heart Disease","Bristol, England"
38829,857751758,"Consultant Cardiologist, focus on imaging, heart failure & inherited cardiac disease. Gloucester via Edinburgh & Mayo Clinic. Musician, cook & outdoor wanderer.","Cheltenham, England"
38888,94883779,"Consultant Cardiologist, EMCC accredited Coach, MBA, Dad and Granddad, ◾️Belt, HD-, 🐕 and  enthusiast, life-long learner.","Norwich, UK"
38939,1182017181086879745,"#Professor Cardiologist❤ Believer in science, Health care as a right and a single-payer system 🐦 my Own.Alumni #KGMC Lucknow #IndianFirst🇮🇳",London / Agra India
39085,949740762,"Royal College of Physicians and Surgeons of Glasgow. World leader in training, assessment and support for healthcare professionals. Retweets not endorsements.","Glasgow, Scotland"
39098,1101179884817313793,Director of Education and Assessment at the Royal College of Physicians and Surgeons of Glasgow @rcpsglasgow All views my own.,"Glasgow, Scotland"
39100,712370187866083329,Interventional Cardiologist | Golfer,"Glasgow, Scotland"
39144,115622129,Cardiologist @BHIBristol @UHBristolNHS #PCI #Intervention #TAVI. Hon Senior Lecturer @BristolUni #The_MRC funded,"Bristol, England"
39180,917102687702978561,"Mummy, Daughter, Sister, Friend, Consultant Cardiologist/Electrophysiologist, Clinical Director, Mentor, Trainer, Gender integration ambassador in EP/cardiology","London, England"
39202,328600844,"Associate Professor @universityleeds Cardiologist @leedshospitals, Cardiovascular Researcher, Wellcome Trust Fellow, Deputy CV Theme Lead of Leeds NIHR BRC","United Kingdom, Leeds"
39344,783418366656741376,"Cardiologist - Heart failure, CRM.","Edinburgh, Scotland"
39546,21295267,Speaker - Author - Podcaster - Educator - Breast Surgeon with Breast Cancer - Daughter of @IsobelBall5 (RIP) - Wife of @dermotor,"Suffolk, UK"
39656,79411062,Cardiologist with an experience of 28 years as a Consultant and a long Association with the RCPSG. Battling for better! Views are my own.,"Glasgow, Scotland"
39774,2846688817,Eye Surgeon. Eyes. Eyelids. Eye Emergencies. MedEd. Medical History. Cats & Dogs. Feminism. Care for staff to care for patients. Resilience is a dirty word,United Kingdom
39783,1004861828,Cardiothoracic Surgeon,"Glasgow, Scotland"
39813,2421900171,Consultant Cardiologist. Pacemakers & Implantable Defibrillators. Manchester Heart Institute. \nChair of Trustees - NW Hearts Charity. All views my own.,"Manchester, England"
39818,15984512,Cardiologist and Professor in Cambridge. Associate Editor and podcast host at BMJ Heart. Tech-lover. Deputy CCIO @CUH_NHS. #GTFC supporter.,"Cambridge, UK"
39997,55929742,"Consultant Cardiothoracic Surgeon, Edinburgh. Editor-in-Chief, Journal of Cardiothoracic Surgery. Past-President, World Society of Cardiothoracic Surgeons(2015)","Edinburgh, UK"
40070,701517305,"Deputy Mayor of Bristol. Cabinet member Finance & Culture. Trustee Bristol Old Vic, Bristol & Bath Regional Capital, Bristol Music Trust, BMDT.","Bristol, England"
40219,720707160095727616,Former Child / Current Adult / Paediatrician / Retrieval / ScotSTAR / UKMed / Kids Author / Labour & CoOp member / He-Him,"Edinburgh, Scotland"
40363,1269441355673108482,Consultant Oncoplastic Breast Surgeon,"Manchester, England"
40444,1252544728538775555,5th yr Med Student || Aspiring GPwER #doctor MD || MUP Surgical Society Vice President || BSc Hons in BioMed || Scuba Diver & Amateur Pianist.,"London, England"
40447,1187477023,MBA FRCS(Plast). #PlasticSurgeon. Interests: cancer #reconstruction & #oncoplastic breast surgery. Fellow @PeterMacCC #Melbourne. @PLASTAUK Past-President,"Manchester, England"
40459,927973648958459904,Consultant Breast Cancer Surgeon and Breast Specialist.\n                  ........London Breast Health........,"London, England"
40489,949022087573917697,"Consultant Plastic and Breast Surgeon FRCS (Plast), Manchester UK. Specialising in Breast Cancer, Cosmetic Breast and Body Contouring Surgery","Manchester, England"
40492,885604569283219456,"Consultant Oncoplastic Breast Surgeon & Associate Professor. Chief Investigator UK-ANZ POSNOC trial, UK ATNEC trial, BIOSYM mesh reconstruction trial. #NHS","Nottingham, England"
40525,868748517837119488,"Consultant EGS Surgeon q. Gonville & Caius College, Cambridge University 🇬🇧","London, England"
40540,1003604562048143360,NIHR Clinician Scientist | Oncoplastic Breast Surgeon | Passionate about improving outcomes for patients through high-quality collaborative research | Film buff,"Bristol, England"
40549,365708449,"#Breast & #ReconstructiveSurgeon @Imperialcollege,#ChurchillFellow #London,passionate about #lymphedema in #breastcancer & #Oncoplasticsurgery.RTnot endorsement","London, England"
40552,1113079354437898240,Suffolk Breast Surgeon known to understand the patients needs and fears and provide the best aftercare service. Humanist.,"England, United Kingdom"
40553,2843987746,Consultant Breast surgeon and Manchester Breast Pathway Board Director. An experienced Breast Surgeon with a mission to improve Cancer care.,"Manchester, England"
40561,295746013,Consultant Upper Gastrointestinal Surgeon @LeedsHospitals. Oesophagogastric and Bariatric surgery.,"Yorkshire, UK"
40570,160594875,Consultant Oncoplastic Breast Surgeon. Professional Clinical Advisor to NHS Breast Screening Programme. Chair of CSTAC and Core Surgery National Recruitment,England
40582,117547547,Oncoplastic Breast Surgeon @ Bradford Teaching Hospitals & Yorkshire Clinic,"Yorkshire, England "
40602,856160358557417472,Oncoplastic breast cancer and reconstructive surgeon | 'My Breast My Health' Podcast 🎙| MD PhD | she / her | diversity | tech.,London / Essex 
40607,732113091404681217,Consultant Chest Contouring and Oncoplastic Breast Surgeon at NMGH. She/her/hers,"Manchester, England"
40618,725739359761215490,#PlasticSurgeon and #HandSurgeon based in Sheffield. Member of #BAPRAS and #BSSH,"Sheffield, United Kingdom"
40627,1735129622,"Father,Surgeon, Educator","Middlesbrough, England"
40895,1487865077613084681,Hip and Knee Surgeon. Long suffering OAFC fan,"Oldham, England"
40924,1578709160333611009,Regional revision MDT PA @ Wrightington Hospital                      https://t.co/0ipLlYPN6n,"Wigan, England"
40970,114635796,Consultant Orthopaedic Surgeon | Founder of @FreeFromPain2 | Med Consultant @Aetrex | Director @BritSocLM | Clinical Teacher @LivUniMedicine | All views my own,"Merseyside, England"
41015,118147860,Semper avanti                                                               I am a Consultant Orthopaedic Surgeon at NHS Lanarkshire.,"Glasgow, UK"
41016,1515857127985885204,"Salah ud din Zaib Khan\nOrthopedic Surgeon\nFRCS,FCPS,FEBOT,MRCPS","Birmingham, England"
41020,1556598440,"Consultant Orthopaedic Surgeon,Lead for Staff Wellbeing,BOA/BOTA Champion for Diversity,Equity,Inclusion and culture change in Orthopaedics,Chair @nota4africa1","Worsley, England"
41023,864779717794295808,Consultant Specialist Shoulder Surgeon in Manchester. Working at the Orthteam Centre at Spire Manchester and BMI Alexandra,"Manchester, England"
41037,358803436,"Orthopaedic Surgeon, primary and revision hip, primary and revision knee, partial knee, metastatic bone surgeon.","West Midlands, England"
41062,1414231774981459973,Hip & Knee Surgeon @NHSTayside Honorary Senior Lecturer @UoDMedicine. All views my own.,"Perth, Scotland"
41077,3086171915,Orthopaedic Surgeon with a specialist interest in knee surgery. Royal Bolton Hospital. #preservetheknee,UK
41093,992601086086270976,"Consultant Elbow & Shoulder Surgeon @Wrightington Hospital, Foodie, LFC fan, Father.","Manchester, England"
41094,114201531,Orthopaedic Surgeon @CUH_NHS | Researcher (Young Adult Hips) | President @BritishHip | Chair @EhpaEsska | Trustee @NonArthHipReg | Hunterian Professor 2021,"Cambridge, UK"
41099,3293589978,"Consultant Trauma and Orthopaedic Surgeon, Surgical Education, Formula 1 enthusiast, keen PADI Scuba Diver, Tennis and Cycling.","North West, England"
41100,219235337,Consultant Orthopaedic Surgeon and Specialist in Lower Limb Arthroplasty at the Golden Jubilee National Hospital. Fan of Leicester City FC,"Glasgow, Scotland"
41104,284202075,"Orthopaedic Surgeon \nAssociate Editor,Indian Journal of Orthopaedics.\nSM editor Ortho TV @orthotvonline\n MS(Orth)Mch Orth  FRCS ED(Tr&Orth)",United Kingdom
41112,35413,"Mr Jamie McConnell FRCS (Tr & Orth). Consultant Orthopaedic Surgeon. Or, as my eldest daughter puts it, 'Dr Bones'. No clinical questions here please.","England, United Kingdom"
41160,1132962639297097728,"MD, PhD, Cardiologist, Inherited Cardiac Conditions, Cardiac Magnetic Resonance @RBandH","London, England"
41285,1497558019818897412,The key to precision medicine.\n\nResponses to disease and treatment are accurately defined as TopMD Maps of activated gene pathways; robust pathway biomarkers.,United Kingdom
41920,1213083200915795968,🎯 Working with start ups and scaling businesses to make your marketing make sense! 🔗 Check out the link in bio for more 💃🏻 MD @jacquidpatton,"Jersey, UK"
42622,918370008916549633,"Area Manager - Northern Europe, EPC GROUPE, MD EPC-UK plc, Believe in serving to lead and then cause change for the better",United Kingdom
42629,34598014,"Stress, Anxiety & Trauma in Doctors, Dentists and Vets, EMDR & Hypnotherapy, British Psychiatrist. Co-Founder #cRxeate. Devon artist. Creativity coach / speaker","Devon, UK"
42702,257023889,Semi-Retd GP/Senior Divisional Police Surgeon Current:LCHP eater Exec Producer We Can Be Heroes Movie. Heroes Productions Ltd,"Poole, England"
42851,932162608794349568,the real Official account 😀Cardiologist - special interest in physiological pacing collaboration; heart failure & CMR. Council BHRS. Own views,"Ramsbury, England"
43027,841900062930280450,"Research Associate for 2nd International Conference on Physicians and Surgeons September 20-21, 2017  Dublin, Ireland","London, England"
43213,856128990,Co-Founder/Chief Clinical Data Officer @OBH_UK / Medical Doctor / Computer Scientist / Passionate about health outcomes / MT 35under35 / TEDxTehran speaker,"London, UK"
43353,702931799,"EM, Critical care, Aeromedical doctor & Jersey ambulance MD. Intrepid traveller with penchant for puns & gastronomic delights. RT for interest #medicineinart","Bailiwick of Jersey, United Kingdom"
43541,358373416,"Artisan Electrophysiologist Cardiologist @ Uni Hosp Southampton, https://t.co/KUgSX0VoQ4, https://t.co/H3sZz63WBK, @BHRSociety, Toothill Hardriders","Southampton, UK"
44344,1088740472703594501,MD | Urology through @SanRaffaeleMI 🇮🇹@UU_University 🇸🇪 @UCLH 🇬🇧 | Current Clinical Fellow @Urology_KCH | @EAUYAUrology penile & testis cancer| 🎹 lover,"London, England"
44362,1543616155797028866,Consultant Urological Surgeon & Reader.Robot #ProstateCancer| Lead #Urooncology #EKHUFT Canterbury| #Urooncology @UniKent @KMMSmedschool|#NIHR Surgery Lead KSS,"London, England  🏄🏽‍♂️🏇🏽🧬"
44372,1451728640056639494,"MD,Public  health and organ donation research","London, England"
44376,813715939,"Consultant Urological Surgeon. Specialist interest in Prostate Cancer, Bladder Cancer & Robotic Surgery. Berkshire & London",Berkshire & London
44430,37412078,#MedTweetMY | Urologist & Robotic Surgeon | Health Advocate | SoMe Editor at BJUICompass #UroSoMe #therunningsurgeon #urocyclist *RT not endorsement,"Glasgow, Scotland"
44652,1069589562551353345,Vascular Surgeon and Honorary Senior Lecturer.\nOwn opinions of course.,United Kingdom
44663,1353187585,"🇨🇴 MD, Epidemiologist. MSc Infectious Diseases, MSc. Clinical Trials. LSHTM. Director, Global Clinical Development GlaxoSmithKline “Tweets are my own”","London, 🇬🇧 "
44701,1592274568105844742,Vascular Surgeon @HullHospitals\nSenior Lecturer @HullYorkMed\nVasc Surgical Specialty Lead @RCSnews\nChair Venous Special Interest Group @VSGBI\nTweets my opinions,Stunning East Yorkshire UK
44843,1401291484582887427,Surgeon and Medical Educationist (MBBS; MRCS; FCPS; FRCS; MHPE); Developer of Grab The FRCS resource,"North West, England"
45085,1548777215881510912,MSK Podiatrist. Aspiring Podiatric Surgeon. Salford Red Devils fan. Pretends to like football with the lads. Probably by the kettle.,"Manchester, England"
45577,1127277896492572672,"Vascular Surgeon • Diabetic foot - saving feet, one toe at a time • All views are my own","South West, England"
47107,283300323,"PlasticSurgeon. Microsurgeon. #Reconstructive #HeadandNeck #FacialPalsy #NHS Wannabe ideal human. Singer, closet musician.❤️ Beatles. No time to stand and stare","Newcastle Upon Tyne, England"
47120,299525592,"🇬🇧 #PlasticSurgeon 🇰🇾 FRCS(Plast), BAPRAS, BAAPS, ASPS (Intl) and ICOPLAST #BreastReconstruction #DIEPFlap #Microsurgery #AestheticSurgery #Lymphoedema","Birmingham, England"
47123,2174775293,Maxillofacial Surgeon .Immediate past Dean Faculty of Dental Surgery & Vice President Royal College of Physicians & Surgeons of Glasgow. Views my own,"North West, England"
47175,1255904653067333634,"Professor of Surgery, Consultant Maxillofacial/Head Neck Surgeon and Dental Implant Surgeon","Hurstpierpoint, England"
47231,3285534661,"Plastic & Hand Surgeon; YouTuber - MEDICINE in a nutshell; shall engage, or not, depending on my mood.","Wakefield, England"
47245,902460707442221056,Plastic Reconstructive Surgeon @Buckshealthcare. University Researcher @NDORMS. Views own.,"Oxford, England"
47371,3921799126,"Interventional Radiologist\nMD, FRCR, EBIR","Manchester, England"
47739,1519696532303454211,Consultant Vascular Surgeon at Bradford Teaching Hospitals NHS Trust.,"Leeds, England"
48264,278856585,Vascular and Endovascular Surgeon @Incmnszmx MX; ChM in Vascular & Endovascular Surgery @EdinburghUni; Currently Fellow @Leic_hospital UK. Tweets are my own.,"Leicester, England"
48808,1025772132247261184,"Team Lead med/surg physio, Military wife, first time mum est. 2019, bereaved by suicide, Horse rider. Passionate about pt flow & MDT working to develop services",United Kingdom
49170,378709823,Consultant Oral and Maxillofacial Surgeon @nottmhospitals. @BAOMSofficial Champion for EDI and @UKSWiMS council member. Views are all my own.,"Nottingham, UK"
49319,910941957282770945,Consultant ENT Surgeon (Rhinology/Anterior Skull Base Interest). Ex Physicist. Change Management. Liverpool FC Fan. UoM/UoB/UoS alumni.,United Kingdom
49410,86138824,CEO @OpenMedicalLtd \nOrthopaedic Surgeon @LNWH_NHS\nSoftware Developer 🖥\n\n#NHS #DigitalHealth #HealthTech,"London, United Kingdom"
49863,1390620482462916612,"MD, FRCPA, PhD. A/Prof Pathology, Douglass Hanly Moir, Sonic Healthcare & Sydney Uni. #HemPath, #BreastPath #BST #MolPath #Sarcoma research 🇦🇺🇲🇽","Sydney, New South Wales"
50030,1014716324,Paediatrician discovering the strength in local communities; passionate about hospital@home ‘the little things are the big things’; tweeting my own views,United Kingdom
50122,136615407,"Cons Anaes, ICU & Pre-hospital Care, NHS Assoc Med Director, Med Director Cheshire Fire & Rescue, MD HFRS, MD NW Police, MD of ATACC/TAG","Cheshire, UK"
51199,87307817,"Lead nurse for Mental Health & Learning Disability @UHNM\nRMN,NMP, EMDR therapist,PNA & CISM practitioner","Staffordshire, England"
51395,113920696,"Surgeon, Cinema, music and cricket lover, husband, dad and Big picture looker,  views are my own.","Manchester, England"
51500,1007176017427992576,"Consultant in ICM & Respiratory Medicine with interest in ILD.  Deputy DMD and Honorary Senior Lecturer. All views my own, retweets not endorsements etc.","Manchester, England"
51741,1085496618516922368,Learning to operate and illustrate 🎨🪡✌️\nArt: https://t.co/Ya2MDbVesb,"London, England"
51874,1322264767462035459,FY1. @Medicine_UoM. Aspiring Vascular Surgeon with an Interest in MedEd and Research. Med Student & Comms Rep @RouleauxClub.,"North West, England"
51965,52198977,"Robotic HPB Surgeon, A-Professor Warwick, Sub-editor JORD, V-Professor UOL, FRCS examiner, Director BRSC, GBIHPBA Robotic lead, UK Robotic HPB Proctor","University Hosp. Coventry, UK"
52051,558840004,Year 5/6 @medicine_uom | Aspiring Surgeon | MUFC+LH44 | Co-President @nottfoundation | #SupportTheStrikes,"Manchester, England "
52496,1095267957519929344,Staff Surgeon @MFTnhs. Humanitarian and conflict surgery. Surgical trainer and faculty at David Nott Foundation @Nottfoundation,"Manchester, England"
52591,1967165755,"Vascular Surgeon, Cambridge. Views my own","Cambridge, England"
52594,859729474904051713,Vascular Surgeon. Harpist. Aerial Performer. All opinions are my own.,"South West, England"
52641,1170266439154094080,Consultant Vascular Surgeon. views are my own. RT is not endorsement,"London, England"
52736,397578885,"Vascular Surgeon @CUH_NHS | Editor @EJVES_ESVS | Past President @RouleauxClub @BSETnews & @VSGBI | Still playing hockey, cricket and cycling","Cambridge, England"
52737,1700188447,"Vascular & Endovascular Surgeon, Clinical Director (Sheffield Vascular Institute), Clinical Lead (NAAASP, England). Fellow of Higher Education Academy.","Sheffield, England"
52742,728296491459215360,Consultant Vascular Surgeon,"Devon, UK"
